Cartera de préstamos hipotecarios al día 04.11.2014
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,1.998 19,47,141.243.756,68 17,28
Aragón,184 1,79,14.281.106,22 1,75
Asturias,383 3,73,29.860.050,10 3,65
Cantabria,33 0,32,2.143.483,63 0,26
Castilla La Mancha,1.462 14,25,116.631.741,38 14,27
Castilla León,346 3,37,24.620.611,84 3,01
Cataluña,721 7,03,71.560.650,20 8,76
Comunidad Valenciana,1.073 10,46,88.362.838,40 10,81
Extremadura,469 4,57,25.373.985,14 3,11
Galicia,286 2,79,19.964.480,91 2,44
Islas Baleares,47 0,46,5.730.769,35 0,70
Islas Canarias,158 1,54,12.265.588,18 1,50
La Rioja,39 0,38,2.572.543,29 0,31
Madrid,3.002 29,25,257.537.174,91 31,51
Melilla,9 0,09,724.247,55 0,09
Murcia,53 0,52,4.318.874,53 0,53
Total 10.263 100,00 817.191.902,31 100,00,,
